"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"8614","2014-015716",60,"Breaking ",2014-02-11,2,"Tuesday",-92.3491511,34.767498,"39 SHANNON DR","Little Rock"," Arkansas"
"8615","2015-085334",91,"Burglary - Residential",2015-07-28,7,"Tuesday",-92.3645771,34.6636082,"7707 MOORE DR","Little Rock"," Arkansas"
"8616","2015-086788",52,"Theft of property Fel",2015-07-31,7,"Friday",-92.2807686,34.7294921,"2005 S GAINES ST","Little Rock"," Arkansas"
"8617","2015-061371",70,"Breaking ",2015-06-03,6,"Wednesday",-92.4266037,34.8041503,"5500 HIGHLAND DR","Little Rock"," Arkansas"
"8618","2015-076019",72,"Battery 2nd degree",2015-07-06,7,"Monday",-92.451378,34.761717,"800 KIRK RD","Little Rock"," Arkansas"
"8619","2015-141637",71,"Breaking ",2015-12-12,12,"Saturday",-92.4091963,34.7649922,"11830 SAINT CHARLES","Little Rock"," Arkansas"
"8620","2014-149394",50,"Breaking ",2014-12-26,12,"Friday",-92.378219,34.7536495,"102 BURNSIDE DR","Little Rock"," Arkansas"
"8621","2015-047029",64,"Robbery ",2015-05-01,5,"Friday",-92.3918489,34.723045,"10434 W 36TH ST","Little Rock"," Arkansas"
"8622","2015-070868",41,"Breaking ",2015-06-25,6,"Thursday",-92.268676,34.7287204,"500 E 21ST ST","Little Rock"," Arkansas"
"8623","2014-013995",90,"Theft of property Misd",2014-02-06,2,"Thursday",-92.4290203,34.6728628,"25 PAR DR","Little Rock"," Arkansas"
"8624","2015-011368",81,"Theft of property Misd",2015-01-30,1,"Friday",-92.3539003,34.682103,"7500 S UNIVERSITY AV","Little Rock"," Arkansas"
"8625","2015-110377",71,"Theft of property Misd",2015-09-25,9,"Friday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"8626","2015-112179",81,"Theft of property Misd",2015-09-29,9,"Tuesday",-92.3553563,34.6745022,"31 ALTHEA","Little Rock"," Arkansas"
"8627","2015-114713",52,"Domestic Battering 2nd degree",2015-10-03,10,"Saturday",-92.2971768,34.7271614,"2113 W 23RD ST","Little Rock"," Arkansas"
"8628","2015-086442",63,"Theft of property Fel",2015-06-10,6,"Wednesday",-92.3462414,34.6989634,"5620 S UNIVERSITY","Little Rock"," Arkansas"
"8629","2014-082552",61,"Breaking ",2014-07-21,7,"Monday",-92.3710634,34.752938,"8701 W MARKHAM ST","Little Rock"," Arkansas"
"8630","2015-103501",61,"Theft of property Misd",2015-09-09,9,"Wednesday",-92.3682635,34.7520093,"8415 W MARKHAM ST","Little Rock"," Arkansas"
"8631","2014-037611",61,"Breaking ",2014-04-08,4,"Tuesday",-92.3637189,34.7501505,"7820 W CAPITOL AV","Little Rock"," Arkansas"
"8632","2015-016778",42,"Burglary Commercial",2015-01-28,1,"Wednesday",-92.2525391,34.7450677,"1600 E 3RD ST","Little Rock"," Arkansas"
"8633","2015-001020",82,"Breaking ",2015-01-03,1,"Saturday",-92.328306,34.6646987,"9300 RECK RD","Little Rock"," Arkansas"
"8634","2015-093028",91,"Robbery ",2015-08-15,8,"Saturday",-92.3833676,34.665388,"11 MABELVALE PLAZA LN","Little Rock"," Arkansas"
"8635","2015-131634",81,"Theft of property Fel",2015-10-30,10,"Friday",-92.3479464,34.6738196,"6300 HINKSON RD","Little Rock"," Arkansas"
"8636","2015-113132",81,"Theft of property Misd",2015-10-01,10,"Thursday",-92.3282097,34.6816065,"7414 DOYLE SPRINGS RD","Little Rock"," Arkansas"
"8637","2015-093380",71,"Breaking ",2015-08-15,8,"Saturday",-92.4042062,34.7706872,"1912 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"8638","2015-019393",60,"Burglary - Residential",2015-02-12,2,"Thursday",-92.3470411,34.7530809,"105 N PLAZA DR","Little Rock"," Arkansas"
"8639","2015-055877",62,"Burglary aggravated residential",2015-05-22,5,"Friday",-92.372242,34.7192887,"3722 LONGCOY ST","Little Rock"," Arkansas"
"8640","2015-115236",71,"Burglary - Residential",2015-10-07,10,"Wednesday",-92.4249823,34.747597,"806 PARKWAY PLACE DR","Little Rock"," Arkansas"
"8641","2015-075437",52,"Ars",2015-07-06,7,"Monday",-92.2875298,34.7250886,"2418 S CROSS ST","Little Rock"," Arkansas"
"8642","2014-001474",63,"Theft of property Misd",2014-01-03,1,"Friday",-92.3816513,34.7728215,"2203 GRISTMILL RD","Little Rock"," Arkansas"
"8643","2014-036184",64,"Breaking ",2014-04-04,4,"Friday",-92.4047587,34.7298742,"14203 RIDGEWOOD DR","Little Rock"," Arkansas"
"8644","2015-126542",90,"Theft of property Misd",2015-10-30,10,"Friday",-92.411774,34.7061743,"13420 DAVID O DODD RD","Little Rock"," Arkansas"
"8645","2015-023128",60,"Theft of property Fel",2015-03-02,3,"Monday",-92.3565733,34.7537266,"7323 AMHERST DR","Little Rock"," Arkansas"
"8646","2015-133149",62,"Theft of property Misd",2015-11-20,11,"Friday",-92.3477846,34.718873,"6420 COLONEL GLENN RD","Little Rock"," Arkansas"
"8647","2015-025089",90,"Theft of property Fel",2015-03-09,3,"Monday",-92.3512089,34.6969937,"32 GREENWAY DR","Little Rock"," Arkansas"
"8648","2015-015412",91,"Theft of property Misd",2015-02-09,2,"Monday",-92.3678079,34.6704187,"8020 BASELINE RD","Little Rock"," Arkansas"
"8649","2015-111227",82,"Aggravated assault ",2015-09-27,9,"Sunday",-92.3609071,34.6645061,"7411 KNOLLWOOD RD","Little Rock"," Arkansas"
"8650","2015-039356",92,"Theft of property Misd",2015-04-12,4,"Sunday",-92.3770659,34.6675423,"8801 BASELINE RD","Little Rock"," Arkansas"
"8651","2014-141959",50,"Burglary Commercial",2014-12-09,12,"Tuesday",-92.3299044,34.7700845,"5110 KAVANAUGH","Little Rock"," Arkansas"
"8652","2015-005890",64,"Theft of property Misd",2015-01-16,1,"Friday",-92.3975621,34.7283127,"2700 S SHACKLEFORD RD","Little Rock"," Arkansas"
"8653","2014-111201",52,"Burglary Commercial",2014-09-25,9,"Thursday",-92.2927629,34.7320419,"1719 WRIGHT AV","Little Rock"," Arkansas"
"8654","2015-083364",61,"Aggravated Robbery ",2015-07-23,7,"Thursday",-92.3616173,34.7479452,"801 S RODNEY PARHAM RD","Little Rock"," Arkansas"
"8655","2015-120463",61,"Aggravated Robbery ",2015-10-19,10,"Monday",-92.3672875,34.7518986,"8407 W MARKHAM ST","Little Rock"," Arkansas"
"8656","2015-055253",40,"Breaking ",2015-05-20,5,"Wednesday",-92.2698909,34.7470141,"100 E 2ND ST","Little Rock"," Arkansas"
"8657","2015-072214",70,"Breaking ",2015-06-28,6,"Sunday",-92.4266037,34.8041503,"5500 HIGHLAND DR","Little Rock"," Arkansas"
"8658","2015-134103",52,"Aggravated assault",2015-11-23,11,"Monday",-92.2863559,34.7324254,"1100 WRIGHT AV","Little Rock"," Arkansas"
"8659","2015-028844",91,"Theft of property Fel",2015-03-18,3,"Wednesday",-92.3622024,34.6544424,"7501 MABELVALE CUT OFF RD","Little Rock"," Arkansas"
"8660","2015-033405",43,"Burglary Commercial",2015-03-29,3,"Sunday",-92.2469247,34.7051446,"4748 SPRINGER","Little Rock"," Arkansas"
"8661","2015-106129",40,"Theft of property Fel",2015-09-14,9,"Monday",-92.2742324,34.7427574,"306 W 7TH ST","Little Rock"," Arkansas"
"8662","2015-082275",81,"Battery 2nd degree",2015-07-01,7,"Wednesday",-92.3453174,34.6960477,"5909 S UNIVERSITY AV","Little Rock"," Arkansas"
"8663","2015-055801",61,"Theft of property Misd",2015-05-21,5,"Thursday",-92.3553724,34.7423019,"7200 W 12TH ST","Little Rock"," Arkansas"
"8664","2015-059884",42,"Theft of property Misd",2015-05-31,5,"Sunday",-92.251429,34.727082,"1713 E 21ST ST","Little Rock"," Arkansas"
"8665","2015-122453",81,"Theft of property Misd",2015-10-24,10,"Saturday",-92.345278,34.6704422,"8824 GEYER SPRINGS RD","Little Rock"," Arkansas"
"8666","2015-039735",91,"Theft of property Misd",2015-04-13,4,"Monday",-92.345278,34.6704422,"8824 GEYER SPRINGS RD","Little Rock"," Arkansas"
"8667","2014-048393",60,"Theft of property Misd",2014-05-03,5,"Saturday",-92.3517059,34.767403,"1701 N BRYANT ST","Little Rock"," Arkansas"
"8668","2015-106338",60,"Theft of property Misd",2015-09-15,9,"Tuesday",-92.3437502,34.7466094,"600 S UNIVERSITY AV","Little Rock"," Arkansas"
"8669","2015-118387",71,"Theft of property Misd",2015-10-14,10,"Wednesday",-92.429364,34.752536,"13909 CHENAL","Little Rock"," Arkansas"
"8670","2015-029042",70,"Breaking ",2015-03-19,3,"Thursday",-92.4162257,34.7960857,"4710 SAM PECK RD","Little Rock"," Arkansas"
"8671","2015-076557",91,"Theft of property Misd",2015-07-08,7,"Wednesday",-92.3770659,34.6675423,"8801 BASELINE RD","Little Rock"," Arkansas"
"8672","2014-068576",71,"Breaking ",2014-06-19,6,"Thursday",-92.4214868,34.7522017,"13111 W MARKHAM ST","Little Rock"," Arkansas"
"8673","2015-036364",82,"Theft of property Misd",2015-04-05,4,"Sunday",-92.334103,34.6681652,"5023 BASELINE RD","Little Rock"," Arkansas"
"8674","2014-001065",63,"Breaking ",2014-01-01,1,"Wednesday",-92.35879,34.7687079,"1720 N MISSISSIPPI ST","Little Rock"," Arkansas"
"8675","2014-093861",60,"Burglary - Residential",2014-08-14,8,"Thursday",-92.3460688,34.7466313,"615 CHICKADEE DR","Little Rock"," Arkansas"
"8676","2014-004863",71,"Breaking ",2014-01-13,1,"Monday",-92.4134993,34.7427978,"8 PINTO PT","Little Rock"," Arkansas"
"8677","2015-029995",51,"Theft of property Fel",2015-03-15,3,"Sunday",-92.2776148,34.7494516,"700 W MARKHAM ST","Little Rock"," Arkansas"
"8678","2014-002662",62,"Breaking ",2014-01-07,1,"Tuesday",-92.3700442,34.7083683,"5009 MANOR AV","Little Rock"," Arkansas"
"8679","2014-015724",60,"Breaking ",2014-02-11,2,"Tuesday",-92.3452588,34.7660199,"3 CIRCLE HIGH DR","Little Rock"," Arkansas"
"8680","2014-080525",42,"Theft of property Fel",2014-07-06,7,"Sunday",-92.2207941,34.7281907,"1 AIRPORT RD","Little Rock"," Arkansas"
"8681","2015-006060",92,"Aggravated Robbery ",2015-01-16,1,"Friday",-92.3884584,34.6557356,"10226 MABELVALE","Little Rock"," Arkansas"
"8682","2015-010985",71,"Breaking ",2015-01-28,1,"Wednesday",-92.425986,34.7485262,"13620 SCARLET OAK DR","Little Rock"," Arkansas"
"8683","2015-041518",92,"Theft of property Misd",2015-04-17,4,"Friday",-92.3786239,34.6696692,"8901 BASELINE RD","Little Rock"," Arkansas"
"8684","2015-006582",40,"Breaking ",2015-01-18,1,"Sunday",-92.2560888,34.7354271,"1300 E 13TH ST","Little Rock"," Arkansas"
"8685","2015-130330",51,"Domestic Battering 2nd degree",2015-11-13,11,"Friday",-92.2944054,34.7375182,"1400 S BATTERY ST","Little Rock"," Arkansas"
"8686","2015-087616",71,"Theft of property Misd",2015-08-02,8,"Sunday",-92.429364,34.752536,"13909 CHENAL","Little Rock"," Arkansas"
"8687","2015-046094",52,"Breaking ",2015-04-29,4,"Wednesday",-92.2914556,34.7190592,"3026 BISHOP ST","Little Rock"," Arkansas"
"8688","2015-064619",63,"Burglary - Residential",2015-06-11,6,"Thursday",-92.3761559,34.7711385,"2000 RESERVOIR RD","Little Rock"," Arkansas"
"8689","2015-044021",52,"Burglary - Residential",2015-04-23,4,"Thursday",-92.298269,34.730066,"2009 HOWARD ST","Little Rock"," Arkansas"
"8690","2014-064312",60,"Theft of property Misd",2014-06-04,6,"Wednesday",-92.3567825,34.746687,"818 OUACHITA PL","Little Rock"," Arkansas"
"8691","2014-120183",81,"Theft of property Misd",2014-10-15,10,"Wednesday",-92.318126,34.6717562,"8510 SCOTT HAMILTON DR","Little Rock"," Arkansas"
"8692","2015-118848",70,"Breaking ",2015-10-15,10,"Thursday",-92.3997042,34.7611672,"11307 ETHAN ALLEN DR","Little Rock"," Arkansas"
"8693","2015-016077",90,"Theft of property Fel",2015-01-15,1,"Thursday",-92.4059755,34.7111496,"11715 COLONEL GLENN RD","Little Rock"," Arkansas"
"8694","2014-138410",61,"Theft of property Misd",2014-11-04,11,"Tuesday",-92.3444495,34.7289306,"26 BROADMOOR DR","Little Rock"," Arkansas"
"8695","2015-114129",81,"Theft of property Misd",2015-10-04,10,"Sunday",-92.344938,34.6696744,"6000 BASELINE RD","Little Rock"," Arkansas"
"8696","2014-132054",61,"Theft of property Fel",2014-11-09,11,"Sunday",-92.3692152,34.7516024,"8500 CUNNINGHAM LAKE RD","Little Rock"," Arkansas"
"8697","2015-120363",80,"Theft of property Misd",2015-10-19,10,"Monday",-92.340442,34.7179591,"5820 ASHER AV","Little Rock"," Arkansas"
"8698","2015-115796",61,"Breaking ",2015-10-08,10,"Thursday",-92.3672875,34.7518986,"8407 W MARKHAM ST","Little Rock"," Arkansas"
"8699","2015-015731",42,"Theft of property Fel",2015-01-09,1,"Friday",-92.2207941,34.7281907,"1 AIRPORT RD","Little Rock"," Arkansas"
"8700","2015-092587",64,"Theft of property Fel",2015-08-14,8,"Friday",-92.4062057,34.7478169,"11801 CHENAL PARKWAY","Little Rock"," Arkansas"
"8701","2015-053983",82,"Breaking ",2015-05-17,5,"Sunday",-92.3433513,34.6686654,"5917 BASELINE RD","Little Rock"," Arkansas"
"8702","2015-120681",91,"Theft of property Misd",2015-10-16,10,"Friday",-92.3657646,34.665967,"7814 PRESTON DR","Little Rock"," Arkansas"
"8703","2015-077494",54,"Theft of property Fel",2015-06-25,6,"Thursday",-92.3207949,34.729468,"4201 W 24TH ST","Little Rock"," Arkansas"
"8704","2014-042754",61,"Burglary - Residential",2014-04-19,4,"Saturday",-92.3656476,34.7336015,"2112 SCOTTY CT","Little Rock"," Arkansas"
"8705","2015-108377",63,"Theft of property Misd",2015-09-20,9,"Sunday",-92.3903875,34.7551162,"10524 W MARKHAM ST","Little Rock"," Arkansas"
"8706","2015-027733",53,"Terr",2015-03-15,3,"Sunday",-92.31747,34.7401646,"3917 W 12TH ST","Little Rock"," Arkansas"
"8707","2014-072026",54,"Theft of property Misd",2014-06-27,6,"Friday",-92.3340076,34.7310722,"2222 S TYLER ST","Little Rock"," Arkansas"
"8708","2015-049245",62,"Theft of property Misd",2015-04-20,4,"Monday",-92.373929,34.7077858,"32 LOBLOLLY DR","Little Rock"," Arkansas"
"8709","2015-072322",54,"Burglary - Residential",2015-06-28,6,"Sunday",-92.3343158,34.723471,"3108 S TYLER ST","Little Rock"," Arkansas"
"8710","2015-115094",64,"Breaking ",2015-10-06,10,"Tuesday",-92.4005337,34.7564273,"11401 MESA DR","Little Rock"," Arkansas"
"8711","2015-077363",43,"Theft of property Misd",2015-07-09,7,"Thursday",-92.2563046,34.7361809,"1224 GEYER ST","Little Rock"," Arkansas"
"8712","2015-055220",64,"Theft of property Misd",2015-05-20,5,"Wednesday",-92.373688,34.7213969,"3500 JOHN BARROW RD","Little Rock"," Arkansas"
"8713","2015-148625",64,"Theft of property Misd",2015-12-31,12,"Thursday",-92.4004372,34.7542506,"11406 W MARKHAM ST","Little Rock"," Arkansas"
"8714","2014-032061",61,"Breaking ",2014-03-25,3,"Tuesday",-92.3451432,34.7356491,"1807 JOYCE CT","Little Rock"," Arkansas"
"8715","2015-080983",70,"Theft of property Fel",2015-07-01,7,"Wednesday",-92.3921041,34.7732212,"10621 BRAZOS VALLEY LN","Little Rock"," Arkansas"
"8716","2015-132574",71,"Theft of property Misd",2015-11-19,11,"Thursday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"8717","2015-022753",40,"Theft of property Fel",2015-02-24,2,"Tuesday",-92.2646549,34.7469826,"521 PRESIDENT CLINTON AV","Little Rock"," Arkansas"
"8718","2015-084020",54,"Breaking ",2015-07-24,7,"Friday",-92.3355102,34.7379047,"1517 S TAYLOR ST","Little Rock"," Arkansas"
"8719","2015-004640",91,"Burglary - Residential",2015-01-13,1,"Tuesday",-92.3668845,34.6590636,"7815 REBECCA DR","Little Rock"," Arkansas"
"8720","2015-073444",71,"Theft of property Misd",2015-07-01,7,"Wednesday",-92.4148501,34.7559297,"12700 CHENAL","Little Rock"," Arkansas"
"8721","2015-090096",92,"Theft of property lost mislaid ",2015-08-07,8,"Friday",-92.3622756,34.6700722,"7620 BASELINE RD","Little Rock"," Arkansas"
"8722","2015-026491",50,"Burglary - Residential",2015-03-12,3,"Thursday",-92.321103,34.7607436,"121 FAIRVIEW RD","Little Rock"," Arkansas"
"8723","2014-031680",61,"Theft of property Fel",2014-03-24,3,"Monday",-92.3706369,34.7422463,"1200 BUSINESS PARK DR","Little Rock"," Arkansas"
"8724","2015-053721",64,"Breaking ",2015-05-16,5,"Saturday",-92.3963193,34.7546118,"10 SHACKLEFORD DR","Little Rock"," Arkansas"
"8725","2015-080448",40,"Breaking ",2015-07-17,7,"Friday",-92.2745037,34.749216,"426 W MARKHAM ST","Little Rock"," Arkansas"
"8726","2015-113753",91,"Burglary - Residential",2015-10-03,10,"Saturday",-92.3637776,34.6602611,"10001 CARRIE LN","Little Rock"," Arkansas"
"8727","2015-080538",64,"Theft of property Misd",2015-07-16,7,"Thursday",-92.4061188,34.7461779,"801 S BOWMAN RD","Little Rock"," Arkansas"
"8728","2015-111811",60,"Theft of property Misd",2015-09-28,9,"Monday",-92.355757,34.771265,"7400 CANTRELL RD","Little Rock"," Arkansas"
"8729","2015-035877",71,"Theft of property Misd",2015-04-04,4,"Saturday",-92.4129976,34.7559662,"12610 CHENAL","Little Rock"," Arkansas"
"8730","2015-013402",93,"Theft of property Misd",2015-01-31,1,"Saturday",-92.4134282,34.6568366,"11700 INTERSTATE 30","Little Rock"," Arkansas"
"8731","2015-129865",90,"Theft of property Fel",2015-11-12,11,"Thursday",-92.4037838,34.7053756,"25 COLONEL GLENN PLAZA DR","Little Rock"," Arkansas"
"8732","2015-060983",90,"Breaking ",2015-06-03,6,"Wednesday",-92.3577076,34.6842585,"7216 SHETLAND DR","Little Rock"," Arkansas"
"8733","2015-063715",92,"Theft of property Misd",2015-06-09,6,"Tuesday",-92.3833676,34.665388,"11 MABELVALE PLAZA LN","Little Rock"," Arkansas"
"8734","2015-121695",81,"Burglary - Residential",2015-10-22,10,"Thursday",-92.33535,34.688997,"6600 LANCASTER RD","Little Rock"," Arkansas"
"8735","2015-079895",63,"Theft of property Misd",2015-07-16,7,"Thursday",-92.3739386,34.7542072,"120 BROOKSIDE DR","Little Rock"," Arkansas"
"8736","2015-016637",70,"Terr",2015-02-12,2,"Thursday",-92.4024629,34.7720045,"11601 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"8737","2014-139143",54,"Breaking ",2014-12-02,12,"Tuesday",-92.3269193,34.7433758,"909 MADISON ST","Little Rock"," Arkansas"
"8738","2014-111161",60,"Breaking ",2014-09-25,9,"Thursday",-92.3476288,34.7665999,"2 BROADVIEW DR","Little Rock"," Arkansas"
"8739","2015-037035",50,"Theft of property Fel",2015-04-07,4,"Tuesday",-92.3383896,34.7620753,"1201 N PIERCE ST","Little Rock"," Arkansas"
"8740","2015-114033",54,"Theft of property Fel",2015-10-02,10,"Friday",-92.3415717,34.7216432,"2801 S UNIVERSITY","Little Rock"," Arkansas"
"8741","2015-052079",53,"Theft of property Fel",2015-05-13,5,"Wednesday",-92.30576,34.7396985,"1220 S WOODROW ST","Little Rock"," Arkansas"
"8742","2015-148831",81,"Breaking ",2015-12-31,12,"Thursday",-92.3443045,34.6776279,"8000 GEYER SPRINGS RD","Little Rock"," Arkansas"
"8743","2014-007212",53,"Breaking ",2014-01-19,1,"Sunday",-92.2978868,34.74971,"124 BARTON ST","Little Rock"," Arkansas"
"8744","2015-108598",81,"Aggravated assault",2015-09-21,9,"Monday",-92.3572065,34.6724802,"7112 AZALEA DR","Little Rock"," Arkansas"
"8745","2015-031264",40,"Breaking ",2015-03-24,3,"Tuesday",-92.2668456,34.7466173,"400 E 2ND ST","Little Rock"," Arkansas"
"8746","2014-104619",54,"Burglary Commercial",2014-09-10,9,"Wednesday",-92.3405383,34.7409369,"5917 W 12TH ST","Little Rock"," Arkansas"
"8747","2015-014754",70,"Theft of property Misd",2015-02-07,2,"Saturday",-92.4292096,34.8034302,"14000 CANTRELL RD","Little Rock"," Arkansas"
"8748","2015-034309",80,"Ars",2015-04-01,4,"Wednesday",-92.3304534,34.7240085,"5012 W 31ST ST","Little Rock"," Arkansas"
"8749","2015-143934",50,"Theft of property Misd",2015-12-18,12,"Friday",-92.3142093,34.7567329,"1920 KAVANAUGH","Little Rock"," Arkansas"
"8750","2015-020040",71,"Theft of property Fel",2015-02-22,2,"Sunday",-92.429364,34.752536,"13909 CHENAL","Little Rock"," Arkansas"
"8751","2015-081605",64,"Theft of property Misd",2015-07-19,7,"Sunday",-92.3752015,34.7267945,"2906 MALLOY ST","Little Rock"," Arkansas"
"8752","2014-079182",71,"Breaking ",2014-07-13,7,"Sunday",-92.4284761,34.738014,"3 WINTHROP PT","Little Rock"," Arkansas"
"8753","2015-016401",52,"Theft of property Misd",2015-02-11,2,"Wednesday",-92.2791101,34.731467,"1800 BROADWAY ST","Little Rock"," Arkansas"
"8754","2015-017734",53,"Burglary - Residential",2015-02-15,2,"Sunday",-92.3184552,34.7297606,"2319 S CEDAR ST","Little Rock"," Arkansas"
"8755","2015-057650",60,"Theft of property Misd",2015-05-26,5,"Tuesday",-92.3510203,34.7619622,"1100 N COOLIDGE ST","Little Rock"," Arkansas"
"8756","2014-029706",64,"Theft of property Misd",2014-03-07,3,"Friday",-92.3812078,34.7441644,"9601 BAPTIST HEALTH DR","Little Rock"," Arkansas"
"8757","2014-091808",81,"Burglary Commercial",2014-08-09,8,"Saturday",-92.343081,34.6814084,"7515 GEYER SPRINGS RD","Little Rock"," Arkansas"
"8758","2015-100496",93,"Theft of property Misd",2015-09-02,9,"Wednesday",-92.4107592,34.6569916,"6 BASS PRO DR","Little Rock"," Arkansas"
"8759","2015-081657",52,"Burglary - Residential",2015-07-19,7,"Sunday",-92.2836978,34.7296453,"901 W CHARLES BUSSEY AV","Little Rock"," Arkansas"
"8760","2015-124948",60,"Burglary Commercial",2015-10-31,10,"Saturday",-92.3437502,34.7466094,"600 S UNIVERSITY AV","Little Rock"," Arkansas"
"8761","2015-139624",64,"Theft of property Misd",2015-10-23,10,"Friday",-92.404681,34.7514168,"409 ELMRIDGE DR","Little Rock"," Arkansas"
